"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.011873346E1,5.668064274E-1,4.483520709E-2,-2.678862675E0
7.012868246E1,4.703818944E-1,-1.144555919E-1,-2.487854020E0
7.013863046E1,3.263344212E-1,-1.392852084E-1,-2.558584279E0
7.014857946E1,2.528296579E-1,-8.717862323E-2,-2.775428857E0
7.015852846E1,2.944963320E-1,6.771331541E-2,-2.913883322E0
7.016847746E1,3.840777223E-1,2.926094355E-1,-2.986078309E0
7.017842646E1,4.908697341E-1,5.602743566E-1,-3.117264685E0
7.018837446E1,5.478697079E-1,8.361069609E-1,-3.274521457E0
7.019832346E1,6.719276704E-1,9.883484298E-1,-3.539661697E0
7.020827246E1,6.736548648E-1,1.221683544E0,-3.734759894E0
7.021822146E1,5.946150541E-1,1.424368431E0,-3.639363740E0
7.022817046E1,4.949311370E-1,1.375176536E0,-3.182783906E0
7.023811846E1,2.936732633E-1,1.144088142E0,-2.356179986E0
7.024806746E1,-3.671174347E-3,7.574742626E-1,-1.222041174E0
7.025801646E1,-3.466898945E-1,1.720819487E-1,2.219544590E-2
7.026796546E1,-6.660768733E-1,-4.402677105E-1,1.046912388E0
7.027791446E1,-9.611362191E-1,-8.955151105E-1,1.926294445E0
7.028786246E1,-1.051136270E0,-1.284269143E0,2.701544609E0
7.029781146E1,-1.141510689E0,-1.306420589E0,3.128113609E0
7.030776046E1,-1.216938309E0,-1.116236392E0,3.348708590E0
7.031770946E1,-1.294026538E0,-1.144582451E0,3.377158218E0
7.032765846E1,-1.481241666E0,-1.210156781E0,3.444575445E0
7.033760646E1,-1.584977850E0,-1.300654796E0,3.579742021E0
7.034755546E1,-1.658906828E0,-1.092380410E0,3.912488353E0
7.035750446E1,-1.669589984E0,-4.325783661E-1,4.203631160E0
7.036745346E1,-1.336003992E0,1.806116110E-1,3.699791790E0
7.037740246E1,-7.046858921E-1,8.311120500E-1,3.089056547E0
7.038735046E1,-2.915766710E-1,1.500907606E0,2.931046069E0
7.039729946E1,-1.030307903E-1,1.614329118E0,3.346629905E0
7.040724846E1,2.252567471E-1,8.770636368E-1,4.133183906E0
7.041719746E1,4.234696832E-1,-5.846923292E-2,4.660910906E0
7.042714646E1,2.741317224E-1,-6.028872563E-1,4.371583659E0
7.043709446E1,2.138718528E-1,-8.990990882E-1,3.480904196E0
7.044704346E1,2.207617000E-1,-7.999639323E-1,2.506377999E0
7.045699246E1,2.204210266E-1,-4.150866032E-1,1.524466769E0
7.046694146E1,3.465559202E-1,-1.688982494E-1,6.971635222E-1
7.047689046E1,5.088128655E-1,-1.185120612E-1,1.326768315E-1
7.048683846E1,6.213872619E-1,-2.843223595E-1,-1.170676893E-1
7.049678746E1,7.411293215E-1,-4.873349095E-1,-1.762765950E-1
7.050673646E1,8.916278084E-1,-7.569935484E-1,1.218969047E-2
7.051668546E1,9.963697864E-1,-1.095010414E0,3.143387121E-1
7.052663446E1,1.001817199E0,-1.485272590E0,5.669448602E-1
7.053658246E1,9.187933876E-1,-1.856753656E0,5.504785162E-1
7.054653146E1,8.261806545E-1,-2.074994402E0,1.317950714E-1
7.055648046E1,7.221447279E-1,-1.918236105E0,-5.003690475E-1
7.056642946E1,6.939288425E-1,-1.609213974E0,-1.176226485E0
7.057637746E1,7.987281963E-1,-1.180663645E0,-1.882019328E0
7.058632646E1,8.398213316E-1,-6.652262496E-1,-2.549938586E0
7.059627546E1,8.713052257E-1,-2.824998189E-1,-2.963736098E0
7.060622446E1,8.764944103E-1,1.057644367E-2,-2.994419362E0
7.061617346E1,8.136293138E-1,1.239454036E-1,-2.656395918E0
7.062612146E1,7.160343875E-1,-6.218755044E-2,-2.303551537E0
7.063607033E1,5.224037681E-1,-2.366306779E-1,-2.136201886E0
7.064601933E1,3.675157763E-1,-2.702927695E-1,-2.037256472E0
7.065596833E1,2.798831168E-1,-3.332876011E-1,-1.956474264E0
7.066591733E1,2.794834596E-1,-3.877835414E-1,-1.886694177E0
7.067586533E1,2.979414383E-1,-3.590161540E-1,-1.989102312E0
7.068581433E1,1.664560501E-1,-6.780796722E-2,-2.463593922E0
7.069576333E1,3.365160316E-2,3.784015377E-1,-2.924271485E0
7.070571233E1,2.993774414E-3,6.491436291E-1,-3.115499995E0
7.071566133E1,2.538437113E-2,9.451239844E-1,-3.086527627E0
7.072560933E1,5.381740741E-2,1.249492682E0,-2.816197983E0
7.073555833E1,-6.401370898E-2,1.456656609E0,-2.441942267E0
7.074550733E1,-1.788484928E-1,1.352027702E0,-2.070436497E0
7.075545633E1,-3.061417928E-1,1.020827008E0,-1.701447369E0
7.076540533E1,-4.798441511E-1,7.479329954E-1,-1.340405776E0
7.077535333E1,-5.472018827E-1,5.240395997E-1,-9.991675329E-1
7.078530233E1,-5.360413022E-1,4.703459706E-1,-8.313389951E-1
7.079525133E1,-4.960975103E-1,5.305920627E-1,-8.279090184E-1
7.080520033E1,-3.737940779E-1,5.687494937E-1,-8.507716316E-1
7.081514933E1,-2.303832203E-1,6.567332420E-1,-7.472601271E-1
7.082509733E1,-1.071243529E-1,7.353351693E-1,-2.606016308E-1
7.083504633E1,4.020311594E-2,6.385476704E-1,6.436299241E-1
7.084499533E1,2.021955478E-1,4.239524805E-1,1.567495260E0
7.085494433E1,2.477015036E-1,2.373957130E-1,2.263074186E0
7.086489233E1,2.299041872E-1,-6.778165475E-3,2.660093697E0
7.087484133E1,2.825474006E-1,-3.325862276E-1,2.692197250E0
7.088479033E1,2.507847404E-1,-3.872464015E-1,2.555473561E0
7.089473933E1,2.509788680E-1,-2.425377909E-1,2.570837120E0
7.090468833E1,2.684504946E-1,1.281643890E-1,2.655642797E0
7.091463633E1,2.945485184E-1,7.381633213E-1,2.257688316E0
7.092458533E1,3.318039067E-1,1.587913006E0,1.494147202E0
7.093453433E1,3.916296937E-1,2.509437847E0,9.773486477E-1
7.094448333E1,5.389972159E-1,2.744527491E0,6.879319382E-1
7.095443233E1,5.485680847E-1,2.229209745E0,1.419136196E0
7.096438033E1,5.846040362E-1,5.060841892E-1,3.478768208E0
7.097432933E1,6.439329560E-1,-1.855894407E0,5.526874774E0
7.098427833E1,1.689628977E-1,-2.904463457E0,6.362598011E0
7.099422733E1,-3.450091124E-1,-2.954988371E0,5.451055682E0
7.100417533E1,-5.280485970E-1,-2.571528553E0,3.289169317E0
7.101412433E1,-6.495467216E-1,-1.646249653E0,1.513000379E0
7.102407333E1,-6.774104583E-1,-1.053636905E0,7.036328816E-1
7.103402233E1,-6.079079680E-1,-9.496271445E-1,7.495931661E-1
7.104397133E1,-7.803097594E-1,-1.137296381E0,1.791016772E0
7.105391933E1,-8.175746495E-1,-1.942941176E0,3.360802971E0
7.106386833E1,-8.594319427E-1,-2.749256135E0,4.088086086E0
7.107381733E1,-9.901711531E-1,-3.010826649E0,3.823749838E0
7.108376633E1,-9.060722584E-1,-2.940481721E0,2.922186953E0
7.109371533E1,-6.839827287E-1,-2.553429374E0,1.777824869E0
7.110366333E1,-4.086642408E-1,-1.985252798E0,7.339811003E-1
7.111361233E1,1.341146618E-2,-1.516754876E0,-1.396028584E-1
7.112356133E1,3.295721707E-1,-9.384159856E-1,-1.024958432E0
7.113351033E1,6.340482379E-1,-4.695737361E-1,-1.768940025E0
7.114345933E1,8.096162966E-1,3.266605496E-2,-2.246751099E0
7.115340733E1,9.433098127E-1,3.847888899E-1,-2.415558461E0
7.116335633E1,1.122920052E0,5.632466425E-1,-2.481282919E0
7.117330533E1,1.222049360E0,6.816893046E-1,-2.636482641E0
7.118325433E1,1.249389625E0,7.959886296E-1,-2.864760863E0
7.119320233E1,1.333854263E0,7.519361454E-1,-3.124095987E0
7.120315133E1,1.430924621E0,8.428884155E-1,-3.523380125E0
7.121310033E1,1.372014070E0,1.090787263E0,-4.014109452E0
7.122304933E1,1.387806960E0,1.124869513E0,-4.362792955E0
7.123299833E1,1.257952434E0,1.056983778E0,-4.335994581E0
7.124294633E1,1.069427676E0,8.326347381E-1,-3.854967538E0
7.125289533E1,8.879333183E-1,3.515196946E-1,-3.292080061E0
7.126284433E1,7.647950497E-1,-6.956476316E-2,-2.706478490E0
7.127279333E1,6.753653947E-1,-3.792682412E-1,-2.245412087E0
7.128274233E1,6.041420688E-1,-4.914875655E-1,-2.108749208E0
7.129269033E1,5.854971984E-1,-3.106390326E-1,-2.335034700E0
7.130263933E1,5.327971208E-1,-2.177810088E-2,-2.831812388E0
7.131258833E1,4.446300258E-1,2.612452631E-1,-3.257134761E0
7.132253733E1,3.268293880E-1,4.200476003E-1,-3.425427568E0
7.133248533E1,1.873126298E-1,4.593024440E-1,-3.341696609E0
7.134243433E1,-4.852838159E-2,4.320400934E-1,-3.100619416E0
7.135238333E1,-2.639931621E-1,3.455150427E-1,-2.755450090E0
7.136233233E1,-6.264180601E-1,3.613666981E-1,-2.339114302E0
7.137228133E1,-8.129237741E-1,2.510211141E-1,-1.792236502E0
7.138222933E1,-9.463709763E-1,1.221945280E-1,-1.226434187E0
7.139217833E1,-1.064401848E0,9.559642106E-2,-8.034869528E-1
7.140212733E1,-1.185292593E0,2.046040159E-1,-4.817322171E-1
7.141207633E1,-1.243203125E0,2.754662763E-1,-1.723642230E-1
7.142202533E1,-1.235981960E0,2.726129081E-1,2.614114702E-1
7.143197333E1,-1.230432075E0,1.022273098E-1,8.236177468E-1
7.144192233E1,-1.324181799E0,-3.568146408E-2,1.479110502E0
7.145187133E1,-1.449801772E0,-2.172569521E-2,1.938037993E0
7.146182033E1,-1.336709459E0,-6.506978922E-2,1.918210085E0
7.147176833E1,-1.093528730E0,-6.798236042E-2,2.190618414E0
7.148171733E1,-8.248824996E-1,-1.671908990E-1,2.919353392E0
7.149166633E1,-4.693568775E-1,-5.146071638E-1,4.048830219E0
7.150161533E1,-1.021214752E-1,-1.064158458E0,5.145063286E0
7.151156433E1,5.489994630E-2,-1.481726985E0,5.773679314E0
7.152151233E1,1.839493114E-1,-1.730669560E0,5.971768947E0
7.153146133E1,1.966873245E-1,-1.725876305E0,5.481461788E0
7.154141033E1,9.913223237E-3,-1.522697402E0,4.613018117E0
7.155135933E1,-1.123282287E-1,-1.409789568E0,3.914310930E0
7.156130733E1,-2.203955913E-1,-1.310147604E0,3.572956327E0
7.157125633E1,-3.110462911E-1,-1.253968433E0,3.587809424E0
7.158120533E1,-2.467894842E-1,-1.410198727E0,3.610355703E0
7.159115433E1,-2.068554863E-1,-1.591386983E0,3.216332306E0
7.160110333E1,-1.751553914E-1,-1.554810164E0,2.506304324E0
7.161105133E1,2.425863594E-2,-1.373252948E0,1.679517387E0
7.162100033E1,3.271347588E-1,-1.116805180E0,8.717081720E-1
7.163094896E1,5.246377699E-1,-7.710982020E-1,-5.929076672E-3
7.164089796E1,6.730538441E-1,-5.454423459E-1,-7.441839069E-1
7.165084596E1,7.139450312E-1,-5.318698620E-1,-1.371170901E0
7.166079496E1,5.866809672E-1,-5.485048982E-1,-1.912371055E0
7.167074396E1,4.459868722E-1,-6.159550524E-1,-2.260980299E0
7.168069296E1,3.097068402E-1,-6.373890446E-1,-2.563978336E0
7.169064196E1,1.844072945E-1,-6.430684452E-1,-2.795902882E0
7.170058996E1,4.739139050E-2,-7.533019088E-1,-2.892498300E0
7.171053896E1,3.115688860E-3,-8.837688582E-1,-2.807110825E0
7.172048796E1,5.378035069E-2,-9.331015974E-1,-2.688482514E0
7.173043696E1,1.038366097E-1,-9.280975503E-1,-2.597600411E0
7.174038596E1,1.437728003E-1,-7.891117193E-1,-2.621138962E0
7.175033396E1,1.918962622E-1,-5.383158691E-1,-2.715380875E0
7.176028296E1,3.035755961E-1,-2.344767098E-1,-2.910866743E0
7.177023196E1,3.740567641E-1,1.081394295E-1,-3.244639261E0
7.178018096E1,4.005795881E-1,4.928190130E-1,-3.508959721E0
7.179012896E1,4.578874178E-1,7.594887015E-1,-3.412092408E0
7.180007796E1,4.780228896E-1,8.914319998E-1,-3.244681946E0
7.181002696E1,4.108024214E-1,9.615978567E-1,-2.922457679E0
7.181997596E1,3.434737797E-1,9.018776120E-1,-2.490122740E0
7.182992496E1,2.772502618E-1,7.187179671E-1,-2.161229138E0
7.183987296E1,1.279677764E-1,6.427710412E-1,-1.998336820E0
7.184982196E1,2.372317716E-2,6.238046470E-1,-1.785778252E0
7.185977096E1,1.041681468E-1,5.984791866E-1,-1.561519405E0
7.186971996E1,1.658834615E-1,7.893934089E-1,-1.416897297E0
7.187966796E1,2.923466031E-1,9.878471772E-1,-1.078713639E0
7.188961696E1,3.440894915E-1,1.172814343E0,-6.163590950E-1
7.189956596E1,3.153610978E-1,1.357395007E0,-1.362582511E-1
7.190951496E1,2.984586976E-1,1.378687497E0,3.713338619E-1
7.191946396E1,1.906376490E-1,1.286790755E0,8.443853027E-1
7.192941196E1,3.213922083E-2,1.149022972E0,1.265257360E0
7.193936096E1,-9.407409847E-2,9.981568417E-1,1.684512078E0
7.194930996E1,-4.955953807E-2,7.583735644E-1,2.020131732E0
7.195925896E1,7.390588224E-3,6.297440294E-1,2.242876734E0
7.196920696E1,5.528717816E-2,5.150264092E-1,2.396694759E0
7.197915596E1,5.582906887E-2,3.914174397E-1,2.635676894E0
7.198910496E1,-8.345233887E-2,4.650186089E-1,2.943250962E0
7.199905396E1,-2.113351844E-1,8.791935582E-1,3.008125235E0
7.200900296E1,-2.687228286E-1,1.365196801E0,2.866778737E0
7.201895096E1,-4.865146548E-1,1.723517392E0,2.752718856E0
7.202889996E1,-7.174390349E-1,1.469005929E0,2.953774197E0
7.203884896E1,-8.026420301E-1,5.708228798E-1,3.781987270E0
7.204879796E1,-7.712635320E-1,-7.549141324E-1,4.784062623E0
7.205874596E1,-6.925831059E-1,-1.777033302E0,5.598842304E0
7.206869496E1,-7.591435696E-1,-2.486190780E0,5.837138561E0
7.207864396E1,-7.624975325E-1,-3.126009781E0,5.698740814E0
7.208859296E1,-6.447150211E-1,-3.383028823E0,4.889407230E0
7.209854196E1,-8.062357289E-1,-2.940476166E0,3.414588000E0
7.210848996E1,-1.037258196E0,-2.048853401E0,1.932159203E0
7.211843896E1,-9.376141861E-1,-1.303695787E0,8.370669276E-1
7.212838796E1,-7.367551656E-1,-8.752504152E-1,8.992842257E-2
7.213833696E1,-6.294948649E-1,-5.891514889E-1,-4.879904920E-1
7.214828496E1,-5.842081797E-1,-5.198607044E-1,-9.125878108E-1
7.215823396E1,-4.204623140E-1,-6.521045861E-1,-1.162358644E0
7.216818296E1,-1.968213719E-1,-8.128237867E-1,-1.306607115E0
7.217813196E1,1.206543714E-2,-9.280982812E-1,-1.437963645E0
7.218808096E1,3.366395541E-1,-9.812430395E-1,-1.579521228E0
7.219802896E1,6.054044826E-1,-8.410188413E-1,-1.887218088E0
7.220797796E1,7.608682059E-1,-5.817121861E-1,-2.332349659E0
7.221792696E1,8.986024404E-1,-2.900614382E-1,-2.790266751E0
7.222787596E1,9.393433540E-1,-8.682292979E-2,-3.116628508E0
7.223782396E1,8.889029329E-1,1.074481790E-1,-3.317668061E0
7.224777296E1,8.486202948E-1,2.152045063E-1,-3.388189575E0
7.225772196E1,7.396856439E-1,2.219363326E-1,-3.438077434E0
7.226767096E1,5.548124725E-1,2.542454881E-1,-3.414114375E0
7.227761996E1,3.351847668E-1,1.983135813E-1,-3.291867222E0
7.228756796E1,1.409513725E-1,1.195414270E-1,-3.159738860E0
7.229751696E1,5.943548530E-2,4.478623666E-2,-3.035670884E0
7.230746596E1,7.210640162E-2,3.821568388E-2,-2.815244302E0
7.231741496E1,8.214227021E-2,1.049239726E-1,-2.547882705E0
7.232736296E1,1.153361826E-1,1.670672303E-1,-2.208893301E0
7.233731196E1,1.924953094E-1,2.411012032E-1,-1.964629376E0
7.234726096E1,1.696743576E-1,3.658529744E-1,-1.832838398E0
7.235720996E1,2.190429841E-1,5.006586674E-1,-1.736869801E0
7.236715796E1,2.988128927E-1,5.980436056E-1,-1.721548342E0
7.237710696E1,3.773904079E-1,7.280276846E-1,-1.746411288E0
7.238705596E1,3.685972188E-1,9.589625166E-1,-1.835249789E0
7.239700496E1,2.910575844E-1,1.316486863E0,-1.821434573E0
7.240695396E1,1.456604277E-1,1.616137370E0,-1.656703305E0
7.241690196E1,-1.235320786E-1,1.756972236E0,-1.406086380E0
7.242685096E1,-4.549978700E-1,1.608632468E0,-1.117550846E0
7.243679996E1,-8.215257592E-1,1.213234683E0,-6.624047488E-1
7.244674896E1,-1.046752905E0,6.494403023E-1,-8.686506629E-2
7.245669696E1,-1.246214295E0,2.824677323E-1,5.057186651E-1
7.246664596E1,-1.383493323E0,8.759821577E-2,1.009221236E0
7.247659496E1,-1.577569135E0,1.193291548E-1,1.323071120E0
7.248654396E1,-1.693645429E0,2.010482145E-1,1.447134418E0
7.249649296E1,-1.575139617E0,1.456156325E-1,1.546092111E0
7.250644096E1,-1.475246662E0,1.456091366E-1,1.893134301E0
7.251638996E1,-1.504141409E0,4.307488820E-1,2.634644861E0
7.252633896E1,-1.439408346E0,6.397309276E-1,3.403985243E0
7.253628796E1,-1.225277900E0,5.557713793E-1,4.218188388E0
7.254623596E1,-1.074569425E0,4.413667678E-1,5.068753029E0
7.255618496E1,-1.021337397E0,2.978099125E-1,5.427842236E0
7.256613396E1,-1.006976782E0,8.015699431E-2,5.440386853E0
7.257608296E1,-9.117256388E-1,-3.768496501E-1,5.286038486E0
7.258603196E1,-7.801964696E-1,-9.838736288E-1,4.867847376E0
7.259597996E1,-6.493112250E-1,-1.647594805E0,4.557735617E0
7.260592896E1,-4.909573692E-1,-2.280127006E0,4.454014197E0
7.261587796E1,-3.274782827E-1,-2.791707797E0,4.548859543E0
7.262582696E1,-1.616494927E-1,-3.093432896E0,4.638903741E0
7.263577508E1,-2.914530024E-2,-3.096122030E0,4.232671942E0
7.264572408E1,1.677229956E-1,-2.927098614E0,3.160607171E0
7.265567308E1,3.316205965E-1,-2.514170876E0,2.006503626E0
7.266562208E1,5.097481276E-1,-1.982086384E0,1.028733394E0
7.267557008E1,7.452320203E-1,-1.403149908E0,2.480511671E-1
7.268551908E1,1.000169892E0,-9.507493713E-1,-3.770729041E-1
7.269546808E1,1.278520892E0,-6.561860157E-1,-8.885896683E-1
7.270541708E1,1.408209065E0,-4.491951663E-1,-1.387279395E0
7.271536608E1,1.517339013E0,-3.709814210E-1,-1.789215830E0
7.272531408E1,1.615592117E0,-3.950923417E-1,-2.052020107E0
7.273526308E1,1.655133328E0,-4.232058276E-1,-2.148623711E0
7.274521208E1,1.618632961E0,-4.067064469E-1,-2.226494005E0
7.275516108E1,1.621428076E0,-4.479047589E-1,-2.382031111E0
7.276510908E1,1.547773625E0,-3.748561881E-1,-2.648321498E0
7.277505808E1,1.436249534E0,-2.071895085E-1,-3.002580321E0
7.278500708E1,1.302999529E0,1.405972140E-2,-3.325072390E0
7.279495608E1,1.131989668E0,1.491346970E-1,-3.465421354E0
7.280490408E1,9.204314120E-1,2.097217001E-1,-3.549224233E0
7.281485308E1,7.965637033E-1,1.145098979E-1,-3.379063826E0
7.282480208E1,7.378388008E-1,-6.550420079E-2,-3.004197661E0
7.283475108E1,7.185823117E-1,-2.896580716E-1,-2.579565843E0
7.284470008E1,7.093804023E-1,-3.898746519E-1,-2.304281854E0
7.285464808E1,7.268186997E-1,-3.371676307E-1,-2.271940904E0
7.286459708E1,7.464505801E-1,-1.212327706E-1,-2.564119838E0
7.287454608E1,6.963298555E-1,2.780746095E-1,-3.050266119E0
7.288449508E1,6.259125683E-1,7.034948874E-1,-3.410514244E0
7.289444308E1,6.492647396E-1,1.056342338E0,-3.609797294E0
7.290439208E1,6.731614329E-1,1.426574731E0,-3.603885759E0
7.291434108E1,5.922255895E-1,1.783341571E0,-3.429177387E0
7.292429008E1,3.422667682E-1,1.986006504E0,-2.954529657E0
7.293423808E1,2.075637303E-1,1.603624474E0,-2.258087681E0
7.294418708E1,9.705500901E-2,1.075850112E0,-1.523996068E0
7.295413608E1,-1.004395236E-1,7.214030816E-1,-9.621108037E-1
7.296408508E1,-2.944149095E-1,6.044252202E-1,-5.809483570E-1
7.297403308E1,-3.743498558E-1,6.253726510E-1,-8.973955750E-2
7.298398208E1,-3.868181661E-1,6.576453345E-1,4.561798847E-1
7.299393108E1,-4.642769627E-1,7.132672658E-1,9.897950310E-1
7.300388008E1,-6.605004568E-1,7.387886079E-1,1.636958427E0
7.301382908E1,-7.994079351E-1,5.057263761E-1,2.455811278E0
7.302377708E1,-8.146940187E-1,-4.492234888E-2,3.351589513E0
7.303372608E1,-8.782712330E-1,-4.367686271E-1,4.266441366E0
7.304367508E1,-8.243479179E-1,-6.546659589E-1,5.037478026E0
7.305362408E1,-6.678857826E-1,-7.239203811E-1,5.538411330E0
7.306357208E1,-6.359342574E-1,-2.321754650E-1,5.149097280E0
7.307352108E1,-6.254731500E-1,6.965622092E-1,3.783102334E0
7.308347008E1,-4.546827051E-1,1.930224944E0,2.605263187E0
7.309341908E1,-3.417449042E-2,2.828672141E0,2.065682711E0
7.310336708E1,3.439680156E-1,2.924568231E0,2.356408612E0
7.311331608E1,6.593821768E-1,1.903572604E0,3.557954711E0
7.312326508E1,7.157864656E-1,-2.206772261E-1,5.105108677E0
7.313321408E1,2.331388669E-1,-2.341360510E0,6.207536868E0
7.314316308E1,-3.143293566E-1,-3.837126806E0,6.650987365E0
7.315311108E1,-4.958462262E-1,-4.758836273E0,5.854411821E0
7.316306008E1,-8.196238062E-1,-4.459141036E0,3.883684968E0
7.317300908E1,-1.102863517E0,-3.024136374E0,1.781379392E0
7.318295808E1,-1.012935972E0,-1.788083809E0,1.516066074E-2
7.319290608E1,-9.022285911E-1,-9.767424376E-1,-1.001692361E0
7.320285508E1,-8.506770529E-1,-7.908847412E-1,-1.420198635E0
7.321280408E1,-8.050228702E-1,-1.078171749E0,-1.310203153E0
7.322275308E1,-8.238381869E-1,-1.568918472E0,-8.943620396E-1
7.323270108E1,-6.725900137E-1,-1.962893338E0,-3.715414381E-1
7.324265008E1,-5.512411393E-1,-2.300282505E0,-2.491305631E-1
7.325259908E1,-3.497096890E-1,-2.502803889E0,-6.036951953E-1
7.326254808E1,-1.078184174E-1,-2.466263761E0,-1.245311923E0
7.327249608E1,9.469010264E-2,-2.140989148E0,-1.997306541E0
7.328244508E1,2.790354167E-1,-1.639274217E0,-2.753681307E0
7.329239408E1,4.858432482E-1,-1.173357549E0,-3.576412616E0
7.330234308E1,4.923237173E-1,-7.622776772E-1,-4.363822650E0
7.331229208E1,3.762757824E-1,-3.763787665E-1,-4.979701688E0
7.332224008E1,3.003575809E-1,-1.583391281E-1,-4.916655840E0
7.333218908E1,3.307935078E-1,-7.105448753E-2,-4.246910496E0
7.334213808E1,4.580606416E-1,-5.967704840E-3,-3.393343311E0
7.335208708E1,3.871011713E-1,6.048845921E-2,-2.850508860E0
7.336203508E1,3.444672216E-1,-2.969267271E-2,-2.638901634E0
7.337198408E1,3.253121817E-1,-3.239901993E-2,-2.685748356E0
7.338193308E1,3.330223203E-1,1.812533795E-1,-2.962896438E0
7.339188208E1,3.110170551E-1,5.209760242E-1,-3.214175268E0
7.340183008E1,2.984154283E-1,8.118410891E-1,-3.332604189E0
7.341177908E1,3.666397172E-1,1.041797609E0,-3.485151613E0
7.342172808E1,3.715816377E-1,1.211205114E0,-3.436518567E0
7.343167708E1,2.859822012E-1,1.216712387E0,-3.065636110E0
7.344162508E1,2.231221479E-1,9.826820393E-1,-2.438146840E0
7.345157408E1,2.270717959E-1,6.436721702E-1,-1.828943567E0
7.346152308E1,9.656647414E-2,4.750838598E-1,-1.356121337E0
7.347147208E1,1.059721591E-1,3.221747851E-1,-9.518857777E-1
7.348142108E1,8.154190734E-2,4.000767641E-1,-9.045490587E-1
7.349136908E1,-1.126150346E-1,6.783651625E-1,-1.038521633E0
7.350131808E1,-2.588170606E-1,8.360841568E-1,-9.799863267E-1
7.351126708E1,-3.857908103E-1,9.670180795E-1,-7.492043263E-1
7.352121608E1,-5.997813615E-1,1.066284286E0,-4.461899167E-1
7.353116408E1,-9.175418642E-1,1.078669566E0,1.860233188E-2
7.354111308E1,-1.179031249E0,8.859410258E-1,8.719677883E-1
7.355106208E1,-1.338542853E0,4.916278987E-1,2.033692594E0
7.356101108E1,-1.343667645E0,9.184888573E-2,3.166064377E0
7.357095908E1,-1.295426362E0,-2.335133445E-1,3.864542354E0
7.358090808E1,-1.193655573E0,-1.709036251E-1,4.227855590E0
7.359085708E1,-1.114288392E0,2.688846138E-1,4.190445104E0
7.360080608E1,-9.663063271E-1,7.189163339E-1,3.957995478E0
7.361075408E1,-8.562623133E-1,1.289009043E0,3.886997416E0
7.362070308E1,-8.491611622E-1,2.028996841E0,3.845265838E0
7.363065208E1,-7.045634660E-1,2.505765796E0,3.539345362E0
7.364060108E1,-6.706123392E-1,2.681443636E0,3.808376924E0
7.365055008E1,-6.191271669E-1,2.047793447E0,4.537287319E0
7.366049808E1,-2.506362212E-1,7.003169256E-1,5.384330766E0
7.367044708E1,1.229992510E-1,-6.660653982E-1,5.939614524E0
7.368039608E1,3.850289181E-1,-1.602982304E0,5.755167614E0
7.369034508E1,5.463924819E-1,-2.214993409E0,5.002178385E0
7.370029308E1,6.264623527E-1,-2.672289235E0,3.942716119E0
7.371024208E1,7.365133832E-1,-2.921941954E0,2.813952652E0
7.372019108E1,7.997812799E-1,-2.792162711E0,1.712948257E0
7.373014008E1,8.292632335E-1,-2.391050587E0,7.736164516E-1
7.374008808E1,8.046270137E-1,-2.003170275E0,-1.187902790E-1
7.375003708E1,6.766219613E-1,-1.695564047E0,-7.990553480E-1
7.375998608E1,5.723503187E-1,-1.662229509E0,-1.171744010E0
7.376993508E1,5.124831627E-1,-1.741478869E0,-1.110239487E0
7.377988308E1,6.631306806E-1,-2.021748633E0,-7.467262763E-1
7.378983208E1,8.407512581E-1,-2.295835990E0,-5.075950366E-1
7.379978108E1,9.157488155E-1,-2.373996891E0,-4.597975570E-1
7.380973008E1,9.535631977E-1,-2.345785975E0,-6.792230952E-1
7.381967808E1,9.785641377E-1,-2.185872667E0,-1.160858248E0
7.382962708E1,8.824318193E-1,-1.786224833E0,-1.690048807E0
7.383957608E1,7.130144468E-1,-1.166311727E0,-2.077237394E0
7.384952508E1,7.405429919E-1,-5.790583907E-1,-2.412631345E0
7.385947308E1,6.412061070E-1,-1.454004276E-2,-2.640948159E0
7.386942208E1,5.044916269E-1,3.640565270E-1,-2.765470464E0
7.387937108E1,3.325067420E-1,5.179139104E-1,-2.677212006E0
7.388932008E1,2.708026832E-1,3.906108163E-1,-2.505872800E0
7.389926908E1,1.862544300E-1,3.878149336E-1,-2.448678260E0
7.390921708E1,1.791740365E-1,3.874596422E-1,-2.407854170E0
7.391916608E1,1.781905349E-1,3.938389910E-1,-2.498101850E0
7.392911508E1,2.469431198E-1,4.108504051E-1,-2.692796005E0
7.393906408E1,3.864872137E-1,5.465450943E-1,-3.089543620E0
7.394901208E1,4.539158428E-1,8.748812366E-1,-3.467385433E0
7.395896108E1,5.789483169E-1,1.072288134E0,-3.614966817E0
7.396891008E1,6.371361525E-1,1.202940952E0,-3.580232018E0
7.397885908E1,5.454689142E-1,1.310577229E0,-3.530003266E0
7.398880708E1,3.540366286E-1,1.337323416E0,-3.517611262E0
7.399875608E1,2.551526105E-1,1.240315039E0,-3.311281148E0
7.400870508E1,1.472099398E-1,1.013429769E0,-2.977286435E0
7.401865408E1,1.543928057E-2,8.756902720E-1,-2.946065227E0
7.402860208E1,-1.898386270E-2,8.254993077E-1,-2.837351455E0
7.403855108E1,5.370667577E-2,8.496815644E-1,-2.545161996E0
7.404850008E1,1.339733054E-1,1.019458760E0,-2.269612543E0
7.405844908E1,1.408702424E-1,1.032915396E0,-1.747166163E0
