"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.276928268E2,-7.974033634E-1,5.080088002E-1,8.616252333E-1
2.277027748E2,-4.667669995E-1,3.497063269E-1,2.132878329E0
2.277127218E2,-8.831561431E-2,1.820049660E-1,3.184511758E0
2.277226688E2,4.080093527E-1,4.726891326E-1,4.116521096E0
2.277326158E2,8.311966154E-1,6.710847943E-1,4.872687117E0
2.277425628E2,9.467685869E-1,8.995662808E-1,4.565823485E0
2.277525098E2,5.043153334E-1,2.468095109E-2,4.414678223E0
2.277624568E2,-9.505248383E-2,-1.472177166E0,4.510990636E0
2.277724054E2,-2.625585477E-1,-2.008201365E0,4.271932486E0
2.277823524E2,-5.297182694E-2,-2.219815316E0,4.078874967E0
2.277922994E2,2.609159186E-1,-2.449415301E0,4.043431485E0
2.278022464E2,4.305893992E-1,-2.677629497E0,4.044633672E0
2.278121934E2,3.315393202E-1,-3.005637245E0,4.072739484E0
2.278221404E2,2.053185457E-1,-3.131951721E0,3.997260116E0
2.278320874E2,-5.995208681E-2,-3.222609292E0,3.940781275E0
2.278420344E2,-3.259999605E-1,-3.249884799E0,3.943055842E0
2.278519824E2,-3.955578531E-1,-3.002167215E0,3.878275124E0
2.278619294E2,-3.919056822E-1,-2.575919227E0,3.644110510E0
2.278718764E2,-5.722209491E-1,-2.141581909E0,3.054377881E0
2.278818234E2,-8.323055398E-1,-1.701212603E0,2.388480005E0
2.278917704E2,-9.694598767E-1,-1.286589319E0,1.728933960E0
2.279017174E2,-1.049344537E0,-8.731533113E-1,9.458917969E-1
2.279116644E2,-1.108741138E0,-5.311997346E-1,1.530818599E-1
2.279216114E2,-1.066872589E0,-2.146316984E-1,-6.186664063E-1
2.279315594E2,-1.033797668E0,3.383241232E-3,-1.369039591E0
2.279415064E2,-9.435371232E-1,1.792420835E-1,-2.021501150E0
2.279514534E2,-8.054410923E-1,3.395062977E-1,-2.551882786E0
2.279614004E2,-7.261087015E-1,3.778313976E-1,-3.017438096E0
2.279713474E2,-7.609968446E-1,3.101413249E-1,-3.428349422E0
2.279812944E2,-8.042504530E-1,2.225507288E-1,-3.748059971E0
2.279912414E2,-8.270727204E-1,2.260470714E-1,-4.036356938E0
2.280011884E2,-8.068159188E-1,2.925933191E-1,-4.308330234E0
2.280111364E2,-7.862888297E-1,4.458724129E-1,-4.627097628E0
2.280210834E2,-8.201785608E-1,5.474911007E-1,-4.975928480E0
2.280310304E2,-8.189623399E-1,6.503614580E-1,-5.249438424E0
2.280409774E2,-8.439103626E-1,7.735060123E-1,-5.581908183E0
2.280509244E2,-8.785045369E-1,7.957461894E-1,-5.808201275E0
2.280608714E2,-7.697347775E-1,8.123967207E-1,-5.874261364E0
2.280708184E2,-6.427933337E-1,9.263952065E-1,-5.774628317E0
2.280807654E2,-5.349677534E-1,1.048641044E0,-5.630886800E0
2.280907134E2,-4.117601953E-1,1.279804794E0,-5.240131411E0
2.281006604E2,-1.906534365E-1,1.562446043E0,-4.657658100E0
2.281106074E2,-2.018678114E-2,1.953598457E0,-4.115651615E0
2.281205544E2,1.837089908E-1,2.130226178E0,-3.286806457E0
2.281305014E2,4.320576350E-1,2.098044418E0,-2.143631358E0
2.281404484E2,4.409622136E-1,1.787210527E0,-9.886010295E-1
2.281503954E2,4.843924078E-1,1.389006078E0,3.188919389E-1
2.281603424E2,5.214427051E-1,1.129133449E0,1.657154710E0
2.281702904E2,6.051438430E-1,1.073694024E0,2.983271061E0
2.281802374E2,6.739576775E-1,1.295676330E0,4.173104602E0
2.281901844E2,9.048118910E-1,2.072073425E0,4.924460118E0
2.282001314E2,1.141583487E0,2.608705150E0,5.574660559E0
2.282100784E2,1.099974700E0,2.191090723E0,6.051516198E0
2.282200254E2,9.566749397E-1,1.251328416E0,6.390562320E0
2.282299724E2,1.083168341E0,-2.284203831E-2,6.963645587E0
2.282399194E2,1.201814778E0,-1.046495189E0,7.074101245E0
2.282498674E2,1.620700537E0,-1.799984939E0,6.962658577E0
2.282598144E2,2.070356244E0,-2.228234721E0,6.630526203E0
2.282697614E2,2.285021126E0,-2.478650503E0,5.834468138E0
2.282797084E2,2.239559609E0,-2.752503678E0,4.930261141E0
2.282896554E2,2.212993661E0,-2.778733411E0,4.213285498E0
2.282996024E2,2.137556393E0,-2.635390673E0,3.436503949E0
2.283095494E2,1.878914165E0,-2.442689249E0,2.679940317E0
2.283194964E2,1.624199949E0,-2.178753975E0,1.983625225E0
2.283294444E2,1.322561536E0,-1.977862794E0,1.319549927E0
2.283393914E2,1.085551373E0,-1.825587996E0,7.784550226E-1
2.283493384E2,9.180552498E-1,-1.625780598E0,2.858621871E-1
2.283592854E2,7.187903264E-1,-1.413647561E0,-1.992976677E-1
2.283692324E2,4.507945991E-1,-1.209087106E0,-6.372260535E-1
2.283791794E2,1.078358129E-1,-9.572108370E-1,-1.078347019E0
2.283891264E2,-3.652396014E-1,-7.381588628E-1,-1.440762708E0
2.283990734E2,-8.264103770E-1,-4.838740522E-1,-1.736487393E0
2.284090214E2,-1.175847878E0,-2.082139590E-1,-2.014313167E0
2.284189684E2,-1.430465761E0,-4.613357219E-3,-2.291810912E0
2.284289154E2,-1.617485738E0,1.275609746E-1,-2.634690469E0
2.284388624E2,-1.608990903E0,1.919723856E-1,-2.951034776E0
2.284488094E2,-1.570044353E0,2.641870338E-1,-3.281659738E0
2.284587564E2,-1.458563386E0,3.672691334E-1,-3.692463475E0
2.284687034E2,-1.294745161E0,5.773741733E-1,-4.031034218E0
2.284786504E2,-1.118235262E0,8.377725403E-1,-4.296931672E0
2.284885984E2,-8.926553835E-1,9.888727789E-1,-4.393105506E0
2.284985454E2,-6.961430369E-1,1.054663457E0,-4.310335245E0
2.285084924E2,-5.981964737E-1,9.417921679E-1,-4.175683808E0
2.285184394E2,-4.910561872E-1,8.294697133E-1,-3.948003171E0
2.285283864E2,-3.142933962E-1,7.449185365E-1,-3.592339262E0
2.285383334E2,-2.499205220E-1,5.855534048E-1,-3.314326962E0
2.285482804E2,-2.399880029E-1,4.302479949E-1,-3.080047157E0
2.285582274E2,-2.726841711E-1,2.876428105E-1,-2.899485138E0
2.285681754E2,-3.107713258E-1,1.998140500E-1,-2.796494620E0
2.285781224E2,-2.645599034E-1,1.578338190E-1,-2.592573559E0
2.285880694E2,-1.578027557E-1,9.746570282E-2,-2.269754630E0
2.285980164E2,-8.240831852E-2,4.731596142E-2,-1.913070382E0
2.286079634E2,-2.712026328E-2,-1.379335514E-1,-1.362904108E0
2.286179104E2,-1.556635518E-1,-3.194433314E-1,-8.919915783E-1
2.286278574E2,-1.505226798E-1,-3.668776989E-1,-2.265872079E-1
2.286378044E2,1.343222380E-2,-2.545928127E-1,7.622120422E-1
2.286477524E2,-2.704337239E-5,-1.832505691E-1,1.550557630E0
2.286576994E2,4.467740536E-2,-1.246925316E-1,2.216896970E0
2.286676464E2,3.277126099E-1,1.895556948E-1,3.031433991E0
2.286775934E2,7.346317492E-1,9.574401940E-1,3.586052336E0
2.286875404E2,8.040611494E-1,1.303652079E0,3.865099593E0
2.286974874E2,4.477128240E-1,1.366500584E0,3.768558555E0
2.287074344E2,-2.156089143E-1,2.463866841E-1,4.080147321E0
2.287173814E2,-6.752551746E-1,-6.402003859E-1,4.490514271E0
2.287273294E2,-6.666384253E-1,-1.030280640E0,4.387606784E0
2.287372764E2,-3.061167960E-1,-1.312617907E0,4.219023955E0
2.287472234E2,-9.965731233E-2,-1.552945341E0,3.765948358E0
2.287571704E2,1.071867719E-2,-1.839086440E0,3.538181766E0
2.287671174E2,-8.703945950E-2,-2.068515541E0,3.493067574E0
2.287770641E2,-2.541623846E-1,-2.384207006E0,3.725206128E0
2.287870111E2,-4.715114303E-1,-2.623485742E0,4.217811828E0
2.287969581E2,-5.928449558E-1,-2.767864898E0,4.645634471E0
2.288069061E2,-5.269040045E-1,-2.594851342E0,4.886461403E0
2.288168531E2,-5.196680751E-1,-2.291062469E0,4.591861721E0
2.288268001E2,-5.667347990E-1,-1.983859553E0,4.001139743E0
2.288367471E2,-8.385936356E-1,-1.698055984E0,3.095176828E0
2.288466941E2,-1.040103013E0,-1.313059956E0,2.070511926E0
2.288566411E2,-1.229078591E0,-8.365845323E-1,9.872947615E-1
2.288665881E2,-1.309415241E0,-3.520798213E-1,-7.171609998E-2
2.288765351E2,-1.340833354E0,2.549691176E-2,-9.636404353E-1
2.288864831E2,-1.338014119E0,3.360768692E-1,-1.849136342E0
2.288964301E2,-1.263540033E0,5.107856064E-1,-2.687218931E0
2.289063771E2,-1.177670163E0,6.161361699E-1,-3.457797169E0
2.289163241E2,-1.084172308E0,6.640261086E-1,-4.082250565E0
2.289262711E2,-1.003707896E0,5.780036626E-1,-4.550447062E0
2.289362181E2,-8.812281699E-1,4.985394537E-1,-4.977989624E0
2.289461651E2,-7.483247589E-1,4.645239345E-1,-5.208419037E0
2.289561121E2,-6.259442894E-1,4.368152951E-1,-5.488241635E0
2.289660591E2,-4.993779445E-1,4.631441012E-1,-5.639848242E0
2.289760071E2,-4.367561652E-1,5.127107291E-1,-5.760641778E0
2.289859541E2,-3.633217147E-1,5.583703570E-1,-5.760264632E0
2.289959011E2,-4.489027324E-1,6.091846345E-1,-5.800646088E0
2.290058481E2,-3.388651505E-1,7.533983148E-1,-5.762821035E0
2.290157951E2,-1.601031965E-1,9.679656938E-1,-5.481840688E0
2.290257421E2,-6.480074421E-2,1.158732786E0,-5.138285778E0
2.290356891E2,5.590786010E-2,1.366937955E0,-4.676945726E0
2.290456361E2,3.241414230E-1,1.684864373E0,-4.050866219E0
2.290555841E2,6.538954420E-1,1.860541482E0,-3.175394195E0
2.290655311E2,1.003029473E0,1.826249170E0,-2.001591965E0
2.290754781E2,1.274356651E0,1.507546535E0,-7.092280823E-1
2.290854251E2,1.456656463E0,9.545508655E-1,5.316791332E-1
2.290953721E2,1.533047266E0,4.334357507E-1,1.665810344E0
2.291053191E2,1.647233155E0,2.252030258E-1,2.695007422E0
2.291152661E2,1.725046585E0,2.987018687E-1,3.630087132E0
2.291252131E2,1.560389285E0,6.196359477E-1,4.315639839E0
2.291351611E2,1.569325438E0,1.631169538E0,4.770732726E0
2.291451081E2,1.633464570E0,2.207474767E0,5.213280997E0
2.291550551E2,1.459340481E0,1.821081986E0,5.684893438E0
2.291650021E2,9.859493172E-1,5.552616848E-1,6.402090690E0
2.291749491E2,8.094514051E-1,-4.155354501E-1,6.909802086E0
2.291848961E2,1.122334161E0,-1.162594433E0,7.120367339E0
2.291948431E2,1.615712569E0,-1.647909970E0,6.832445762E0
2.292047901E2,1.975935114E0,-1.782423412E0,5.904183905E0
2.292147371E2,2.196897885E0,-1.775657014E0,4.817150263E0
2.292246851E2,2.244885691E0,-1.854359513E0,3.780640072E0
2.292346321E2,2.183641077E0,-1.869206179E0,2.827908202E0
2.292445791E2,2.055195584E0,-2.008964719E0,2.222548889E0
2.292545261E2,1.911362849E0,-2.167900227E0,1.874684581E0
2.292644731E2,1.770871945E0,-2.255502188E0,1.569262873E0
2.292744201E2,1.638962999E0,-2.178250383E0,1.258622525E0
2.292843671E2,1.425760653E0,-2.100709579E0,8.196720457E-1
2.292943141E2,1.071764370E0,-2.069640545E0,2.645496708E-1
2.293042621E2,7.300894859E-1,-1.913554093E0,-2.093870384E-1
2.293142091E2,2.802769268E-1,-1.669979408E0,-7.220352387E-1
2.293241561E2,-2.314327955E-1,-1.343984564E0,-1.164926156E0
2.293341031E2,-7.039363521E-1,-9.162772577E-1,-1.640849749E0
2.293440501E2,-1.187087104E0,-4.133428539E-1,-2.118321100E0
2.293539971E2,-1.592266404E0,-1.019186819E-3,-2.556802048E0
2.293639441E2,-1.906163359E0,4.000701129E-1,-2.972689354E0
2.293738911E2,-2.090484846E0,6.592790466E-1,-3.433568062E0
2.293838391E2,-2.068318051E0,8.715159447E-1,-3.811180079E0
2.293937861E2,-1.957716213E0,1.055705577E0,-4.187408645E0
2.294037331E2,-1.797893098E0,1.186601127E0,-4.549554777E0
2.294136801E2,-1.534417122E0,1.359383353E0,-4.789582980E0
2.294236271E2,-1.244113536E0,1.468983563E0,-4.795418501E0
2.294335741E2,-1.018067634E0,1.387343569E0,-4.659544412E0
2.294435211E2,-8.523063795E-1,1.239880883E0,-4.345018004E0
2.294534681E2,-6.920192881E-1,9.973510954E-1,-3.860663311E0
2.294634151E2,-5.647980550E-1,7.252766427E-1,-3.304445168E0
2.294733631E2,-4.534178062E-1,5.451056925E-1,-2.836682534E0
2.294833101E2,-2.845024171E-1,3.670026831E-1,-2.408246518E0
2.294932571E2,1.741373911E-2,2.081888342E-1,-1.869451323E0
2.295032041E2,2.925607574E-1,-2.821599495E-2,-1.345502209E0
2.295131511E2,4.949564262E-1,-2.907371936E-1,-8.409798843E-1
2.295230981E2,7.045745757E-1,-4.289987738E-1,-3.574695289E-1
2.295330451E2,8.076798449E-1,-5.293174428E-1,1.495466334E-1
2.295429921E2,7.553035569E-1,-5.893486863E-1,5.399418336E-1
2.295529401E2,4.955997661E-1,-6.760456451E-1,8.137260121E-1
2.295628871E2,1.081752437E-1,-6.590711050E-1,1.041661588E0
2.295728341E2,-2.647753733E-1,-5.474345654E-1,1.243576469E0
2.295827811E2,-5.634027632E-1,-4.268650517E-1,1.780817474E0
2.295927281E2,-9.331355113E-1,-3.664857162E-1,2.074876288E0
2.296026751E2,-1.146855483E0,-2.183205606E-1,2.454178151E0
2.296126221E2,-9.317291097E-1,4.698302096E-1,2.806300401E0
2.296225691E2,-7.313423981E-1,8.390590008E-1,3.083857203E0
2.296325161E2,-7.325410773E-1,1.165089732E0,2.798347603E0
2.296424641E2,-1.127145980E0,4.245558401E-1,2.601986992E0
2.296524111E2,-1.384071174E0,-2.902071800E-1,2.345797085E0
2.296623581E2,-1.151455633E0,-8.218355155E-1,1.937855560E0
2.296723051E2,-6.071539696E-1,-1.351068466E0,1.735217378E0
2.296822521E2,-1.636761376E-1,-1.853249712E0,1.548163780E0
2.296921991E2,6.555605829E-3,-2.161636397E0,1.344912225E0
2.297021461E2,4.915871143E-2,-2.468803207E0,1.439789146E0
2.297120931E2,-7.753524899E-2,-2.559837045E0,1.651930808E0
2.297220411E2,-3.137860040E-1,-2.553368855E0,1.988600621E0
2.297319881E2,-5.458481061E-1,-2.498575475E0,2.421954145E0
2.297419351E2,-6.919809888E-1,-2.490129464E0,3.026011868E0
2.297518821E2,-7.808016564E-1,-2.487102068E0,3.616739109E0
2.297618291E2,-7.013214773E-1,-2.328117736E0,4.005428676E0
2.297717766E2,-5.724596617E-1,-2.038845892E0,4.120149878E0
2.297817236E2,-4.414190273E-1,-1.688625302E0,3.930198984E0
2.297916706E2,-3.547580288E-1,-1.157805856E0,3.389487657E0
2.298016176E2,-4.470756237E-1,-6.941324718E-1,2.575078105E0
2.298115656E2,-3.878152625E-1,-2.807110460E-1,1.960331672E0
2.298215126E2,-4.010273387E-1,4.489853974E-2,1.214914003E0
2.298314596E2,-5.150129606E-1,3.071249291E-1,4.024650228E-1
2.298414066E2,-6.231107287E-1,4.941277661E-1,-4.185629922E-1
2.298513536E2,-7.403149505E-1,6.039227982E-1,-1.256646166E0
2.298613006E2,-8.697418995E-1,6.877506014E-1,-2.104090732E0
2.298712476E2,-9.787623583E-1,7.580073825E-1,-2.911066133E0
2.298811946E2,-9.572296943E-1,8.093715906E-1,-3.598599291E0
2.298911426E2,-9.054654635E-1,9.275667693E-1,-4.212683820E0
2.299010896E2,-8.580932227E-1,1.009684920E0,-4.773634699E0
2.299110366E2,-7.661115503E-1,1.153805629E0,-5.226262400E0
2.299209836E2,-6.536041045E-1,1.256290801E0,-5.451831608E0
2.299309306E2,-6.148047589E-1,1.249230727E0,-5.622151060E0
2.299408776E2,-5.570322217E-1,1.245687460E0,-5.585309508E0
2.299508246E2,-5.270593943E-1,1.154269606E0,-5.413600173E0
2.299607716E2,-4.940332970E-1,1.045222688E0,-5.162663990E0
2.299707186E2,-5.293246056E-1,1.012629212E0,-4.840305237E0
2.299806666E2,-4.840215482E-1,9.673776101E-1,-4.479437891E0
2.299906136E2,-3.231329244E-1,1.129983269E0,-4.176056276E0
2.300005606E2,-1.384794621E-1,1.365589149E0,-3.906305507E0
2.300105076E2,2.357933566E-2,1.603227302E0,-3.518479573E0
2.300204546E2,3.231975362E-2,1.568149709E0,-3.001371701E0
2.300304016E2,9.878856227E-2,1.443922251E0,-2.188053825E0
2.300403486E2,2.640490030E-1,1.270851976E0,-1.104348418E0
2.300502956E2,4.157134978E-1,1.116873446E0,1.138277471E-1
2.300602426E2,5.603337058E-1,9.797664714E-1,1.429722580E0
2.300701906E2,5.914239362E-1,1.042772705E0,2.629563630E0
2.300801376E2,9.649357398E-1,1.889416787E0,3.492996823E0
2.300900846E2,1.206239074E0,2.126494339E0,4.201461259E0
2.301000316E2,1.167778136E0,1.795978135E0,4.477639872E0
2.301099786E2,1.082202381E0,4.350101866E-1,5.032900241E0
2.301199256E2,1.493546400E0,-1.094452882E0,6.098429579E0
2.301298726E2,1.926630953E0,-2.008524278E0,6.506935360E0
2.301398196E2,2.423959448E0,-2.730005931E0,6.641844658E0
2.301497676E2,2.804127576E0,-3.154383979E0,6.547733138E0
2.301597146E2,2.725755298E0,-3.594958523E0,5.981564788E0
2.301696616E2,2.517338020E0,-3.738583388E0,5.359823331E0
2.301796086E2,2.231714984E0,-3.515738691E0,4.556759716E0
2.301895556E2,1.639398617E0,-3.219695916E0,3.646756375E0
2.301995026E2,1.163634506E0,-2.722256909E0,2.934714612E0
2.302094496E2,9.215621173E-1,-2.144682834E0,2.511726447E0
2.302193966E2,6.720232724E-1,-1.793941550E0,2.175963537E0
2.302293436E2,4.369681267E-1,-1.533108661E0,1.900338070E0
2.302392916E2,1.677180254E-1,-1.367669442E0,1.526826121E0
2.302492386E2,-1.475533175E-1,-1.168975280E0,1.064570979E0
2.302591856E2,-4.573192146E-1,-8.553176956E-1,4.990376365E-1
2.302691326E2,-8.000986375E-1,-5.451534569E-1,-1.007083493E-1
2.302790796E2,-1.089181325E0,-1.936549950E-1,-8.211765343E-1
2.302890266E2,-1.326626812E0,7.211252293E-2,-1.647741278E0
2.302989736E2,-1.623470217E0,2.467233558E-1,-2.606137345E0
2.303089206E2,-1.710110457E0,4.087695638E-1,-3.455634284E0
2.303188676E2,-1.650004589E0,6.286732581E-1,-4.138735253E0
2.303288156E2,-1.533940866E0,8.423705714E-1,-4.722364558E0
2.303387626E2,-1.367816646E0,1.011556906E0,-5.071883043E0
2.303487096E2,-1.234472062E0,1.129653413E0,-5.296890918E0
2.303586566E2,-1.141422835E0,1.153911610E0,-5.366581542E0
2.303686036E2,-1.093352290E0,1.122225329E0,-5.348014294E0
2.303785506E2,-1.062803073E0,1.034490782E0,-5.207781690E0
2.303884976E2,-9.348029910E-1,8.972052482E-1,-4.905433863E0
2.303984446E2,-7.717225385E-1,7.227974964E-1,-4.493852447E0
2.304083916E2,-7.037800853E-1,5.049984343E-1,-4.146755878E0
2.304183396E2,-6.460632429E-1,3.891769329E-1,-3.908587090E0
2.304282866E2,-6.356886743E-1,2.184772660E-1,-3.668530821E0
2.304382336E2,-5.932815966E-1,1.892305166E-1,-3.488645909E0
2.304481806E2,-5.083464038E-1,1.058560918E-1,-3.203167300E0
2.304581276E2,-3.469897105E-1,-8.979861438E-3,-2.773630253E0
2.304680746E2,-2.026203480E-1,-1.301541965E-1,-2.266415285E0
2.304780216E2,-1.309447400E-1,-2.722929192E-1,-1.694102097E0
2.304879686E2,-1.315092887E-1,-3.648810940E-1,-1.077759374E0
2.304979166E2,-1.487619370E-2,-3.357708040E-1,-3.235036379E-1
2.305078636E2,1.131971249E-1,-2.806299889E-1,5.640516579E-1
2.305178106E2,2.337266582E-1,-1.935841341E-1,1.352568569E0
2.305277576E2,3.949146594E-1,-1.597256126E-1,2.210382003E0
2.305377046E2,5.573158117E-1,-1.568331777E-1,2.968489299E0
2.305476516E2,7.812429750E-1,-6.397365555E-2,3.572906626E0
2.305575986E2,1.315150044E0,5.433889134E-1,4.012257054E0
2.305675456E2,1.587520219E0,1.061445496E0,4.122554253E0
2.305774926E2,1.247140347E0,7.531502467E-1,3.785768080E0
2.305874406E2,5.665288308E-1,-4.633397271E-1,3.874658037E0
2.305973876E2,5.738501295E-2,-1.389761100E0,3.773252699E0
2.306073346E2,-7.995263413E-2,-1.975961865E0,3.711560481E0
2.306172816E2,-2.264743567E-2,-2.592227112E0,3.821005740E0
2.306272286E2,5.560526669E-2,-3.091760007E0,3.854191613E0
2.306371756E2,-8.786844850E-2,-3.444124917E0,3.759816967E0
2.306471226E2,-3.741007644E-1,-3.588866309E0,3.692694440E0
2.306570696E2,-6.120944282E-1,-3.568039111E0,3.751133267E0
2.306670166E2,-9.006211916E-1,-3.379894130E0,3.819097794E0
2.306769646E2,-1.060837824E0,-2.972758059E0,3.762977387E0
2.306869116E2,-1.067451317E0,-2.388416271E0,3.608689247E0
2.306968586E2,-1.031319618E0,-1.841811389E0,3.338128638E0
2.307068056E2,-9.407993107E-1,-1.380555975E0,3.015845314E0
2.307167526E2,-9.026259094E-1,-1.083639188E0,2.534092047E0
2.307266996E2,-9.210010770E-1,-8.175387622E-1,1.889101476E0
2.307366466E2,-9.374965109E-1,-5.811763619E-1,1.155703343E0
2.307465936E2,-9.003906651E-1,-2.995858946E-1,4.624820137E-1
2.307565406E2,-8.149274687E-1,-1.471305639E-4,-2.313140970E-1
2.307664886E2,-7.512827191E-1,2.053675161E-1,-9.270333570E-1
2.307764350E2,-7.052594309E-1,3.484993154E-1,-1.521444928E0
2.307863820E2,-6.615503244E-1,4.415484335E-1,-2.048947980E0
2.307963290E2,-5.940595686E-1,4.186773053E-1,-2.511391987E0
2.308062760E2,-5.614437997E-1,3.022472366E-1,-2.934336882E0
2.308162230E2,-5.312528712E-1,2.069558392E-1,-3.380153747E0
2.308261700E2,-4.783067720E-1,2.612959511E-1,-3.794609070E0
2.308361170E2,-4.375714132E-1,3.471923530E-1,-4.195065574E0
2.308460640E2,-4.037575498E-1,4.606175559E-1,-4.481773269E0
2.308560120E2,-4.256822696E-1,5.969892064E-1,-4.653829343E0
2.308659590E2,-4.878266238E-1,7.022494304E-1,-4.667493117E0
2.308759060E2,-5.198483156E-1,9.108169084E-1,-4.529705234E0
2.308858530E2,-5.165196419E-1,1.099205499E0,-4.221802552E0
2.308958000E2,-4.882661882E-1,1.328589284E0,-3.888131776E0
2.309057470E2,-3.952526285E-1,1.638042209E0,-3.523537999E0
2.309156940E2,-2.668403175E-1,1.810392399E0,-3.058183249E0
2.309256410E2,-1.331226817E-1,1.992449989E0,-2.748619958E0
2.309355880E2,2.850809991E-2,2.133128882E0,-2.439694013E0
2.309455360E2,2.942698985E-1,2.158025887E0,-1.959064581E0
2.309554830E2,6.246712044E-1,2.066439048E0,-1.322444299E0
2.309654300E2,9.063500011E-1,1.832309517E0,-5.234339744E-1
2.309753770E2,1.237087229E0,1.566628118E0,3.424895471E-1
2.309853240E2,1.656835014E0,1.309295519E0,1.267444804E0
2.309952710E2,2.030139972E0,1.214402518E0,2.146273130E0
2.310052180E2,2.217208481E0,1.094031152E0,2.942191447E0
2.310151650E2,2.346940508E0,1.179071448E0,3.674546437E0
2.310251120E2,2.831460970E0,2.033535012E0,4.252784024E0
2.310350600E2,3.270885951E0,2.668392650E0,4.741338773E0
2.310450070E2,3.079436708E0,2.280282834E0,4.758827210E0
2.310549540E2,2.485643772E0,1.018542794E0,4.731939958E0
2.310649010E2,2.354065633E0,-4.937697703E-1,5.129774571E0
2.310748480E2,2.549454145E0,-1.696354736E0,5.457772964E0
2.310847950E2,2.596566623E0,-2.381830698E0,5.167034199E0
2.310947420E2,3.028005476E0,-2.515031294E0,4.708917716E0
2.311046890E2,3.169540839E0,-2.582571605E0,4.127814408E0
2.311146360E2,2.831394604E0,-2.952881327E0,3.541680740E0
2.311245840E2,2.399123692E0,-3.153992216E0,2.945889811E0
2.311345310E2,1.846821721E0,-3.177788630E0,2.412495105E0
2.311444780E2,1.153034089E0,-3.061793320E0,1.905880061E0
2.311544250E2,5.520090249E-1,-2.820140468E0,1.481212576E0
2.311643720E2,1.368146136E-1,-2.496909018E0,1.025563619E0
2.311743190E2,-2.092657086E-1,-2.197348851E0,4.842371643E-1
2.311842660E2,-5.278375125E-1,-2.026558406E0,-6.845276892E-2
2.311942130E2,-8.129281595E-1,-1.821990643E0,-5.896203625E-1
2.312041600E2,-1.051591037E0,-1.508079801E0,-1.090004613E0
2.312141080E2,-1.389374453E0,-1.174334326E0,-1.595220417E0
2.312240550E2,-1.707848901E0,-7.254543981E-1,-2.141670202E0
2.312340020E2,-1.874235223E0,-2.191540447E-1,-2.538983243E0
2.312439490E2,-2.112929968E0,1.400882504E-1,-2.959895062E0
2.312538960E2,-2.152812364E0,4.592840253E-1,-3.333017587E0
2.312638430E2,-2.033700780E0,7.222903235E-1,-3.637925910E0
2.312737900E2,-1.911269732E0,8.369501294E-1,-3.923195774E0
2.312837370E2,-1.746567116E0,8.691775701E-1,-4.038190625E0
2.312936840E2,-1.604969919E0,8.570844318E-1,-4.033696455E0
2.313036320E2,-1.517675082E0,7.519414810E-1,-4.016522014E0
2.313135790E2,-1.538100722E0,6.651489202E-1,-4.061385360E0
2.313235260E2,-1.464560144E0,5.914096105E-1,-4.060226442E0
2.313334730E2,-1.339584534E0,5.748980968E-1,-4.022998974E0
2.313434200E2,-1.304443207E0,5.631739178E-1,-4.095702669E0
2.313533670E2,-1.225904576E0,4.868968434E-1,-4.129200198E0
2.313633140E2,-1.141317438E0,3.871897566E-1,-4.092277370E0
2.313732610E2,-1.046046561E0,2.781866933E-1,-4.071968236E0
2.313832080E2,-9.751585731E-1,1.392263708E-1,-4.030674614E0
2.313931560E2,-9.851368466E-1,-6.247947268E-2,-3.992468323E0
2.314031030E2,-9.358496426E-1,-2.107267816E-1,-3.887219025E0
2.314130500E2,-8.711298823E-1,-1.768771040E-1,-3.787221698E0
2.314229970E2,-8.181789592E-1,-8.074259296E-2,-3.688385627E0
2.314329440E2,-7.492646988E-1,3.433368087E-2,-3.388199515E0
2.314428910E2,-6.151142228E-1,2.135533988E-1,-2.778908535E0
2.314528380E2,-4.601726559E-1,4.089233456E-1,-1.907701469E0
2.314627850E2,-4.115404862E-1,4.943565384E-1,-9.045274240E-1
2.314727320E2,-3.637998708E-1,3.300180209E-1,2.427763939E-1
2.314826800E2,-3.667540303E-1,5.079573082E-2,1.216217347E0
2.314926270E2,-1.619873156E-1,-1.224687807E-1,2.242037074E0
2.315025740E2,3.263029924E-1,3.107511895E-2,3.280599638E0
2.315125210E2,7.813223509E-1,3.791886095E-1,4.169003364E0
2.315224680E2,9.968217762E-1,5.733865184E-1,4.894915892E0
2.315324150E2,1.146844373E0,7.321272406E-1,5.553923408E0
2.315423620E2,1.285955188E0,1.666922776E-1,6.499838594E0
2.315523090E2,1.330007088E0,-6.868865291E-1,7.243758207E0
2.315622560E2,1.665754357E0,-1.482004435E0,7.995788493E0
2.315722030E2,2.111874253E0,-2.181016409E0,8.520529904E0
2.315821510E2,2.316628542E0,-2.865278926E0,8.805999159E0
2.315920980E2,2.268498941E0,-3.383429357E0,8.754923730E0
2.316020450E2,1.989680894E0,-3.899802526E0,8.266056156E0
2.316119920E2,1.419296702E0,-4.084595298E0,7.255960761E0
2.316219390E2,9.128491813E-1,-3.765474441E0,6.102684597E0
2.316318860E2,4.844633053E-1,-3.278056976E0,4.957882803E0
2.316418330E2,-2.875061318E-2,-2.753837720E0,3.671094825E0
2.316517800E2,-5.611268806E-1,-2.183650725E0,2.465026490E0
2.316617270E2,-1.046002999E0,-1.629295944E0,1.306455672E0
2.316716750E2,-1.507220699E0,-1.097481009E0,2.273526084E-1
